VAR,Variable,Unit,Country,Year,Value
PATCGENU,G-Genito urinary system and sex hormones,MTMOTCMT,Australia,2012,160.5
PATCGENU,G-Genito urinary system and sex hormones,MTMOTCMT,Australia,2013,217.2
PATCGENU,G-Genito urinary system and sex hormones,MTMOTCMT,Australia,2014,216.3
PATCGENU,G-Genito urinary system and sex hormones,MTMOTCMT,Australia,2015,223.9
PATCGENU,G-Genito urinary system and sex hormones,MTMOTCMT,Australia,2016,266.9
PATCGENU,G-Genito urinary system and sex hormones,MTMOTCMT,Australia,2017,277.4
PATCGENU,G-Genito urinary system and sex hormones,MTMOTCMT,Australia,2018,274.2
PATCGENU,G-Genito urinary system and sex hormones,MTMOTCMT,Australia,2019,266.2
PATCGENU,G-Genito urinary system and sex hormones,MTMOTCMT,Australia,2020,278
PATCGENU,G-Genito urinary system and sex hormones,MTMOPPMT,Australia,2010,91.8
PATCGENU,G-Genito urinary system and sex hormones,MTMOPPMT,Australia,2011,94.6
PATCGENU,G-Genito urinary system and sex hormones,MTMOPPMT,Australia,2012,100.6
PATCGENU,G-Genito urinary system and sex hormones,MTMOPPMT,Australia,2013,155.5
PATCGENU,G-Genito urinary system and sex hormones,MTMOPPMT,Australia,2014,165.2
PATCGENU,G-Genito urinary system and sex hormones,MTMOPPMT,Australia,2015,202.2
PATCGENU,G-Genito urinary system and sex hormones,MTMOPPMT,Australia,2016,247.6
PATCGENU,G-Genito urinary system and sex hormones,MTMOPPMT,Australia,2017,245
PATCGENU,G-Genito urinary system and sex hormones,MTMOPPMT,Australia,2018,249.6
PATCGENU,G-Genito urinary system and sex hormones,MTMOPPMT,Australia,2019,258.3
PATCGENU,G-Genito urinary system and sex hormones,MTMOPPMT,Australia,2020,279.4
PATCGENU,G-Genito urinary system and sex hormones,TCPPERMT,Australia,2010,5.7
PATCGENU,G-Genito urinary system and sex hormones,TCPPERMT,Australia,2011,6.6
PATCGENU,G-Genito urinary system and sex hormones,TCPPERMT,Australia,2012,7.1
PATCGENU,G-Genito urinary system and sex hormones,TCPPERMT,Australia,2013,9.4
PATCGENU,G-Genito urinary system and sex hormones,TCPPERMT,Australia,2014,9.2
PATCGENU,G-Genito urinary system and sex hormones,TCPPERMT,Australia,2015,9.4
PATCGENU,G-Genito urinary system and sex hormones,TCPPERMT,Australia,2016,11
PATCGENU,G-Genito urinary system and sex hormones,TCPPERMT,Australia,2017,11.3
PATCGENU,G-Genito urinary system and sex hormones,TCPPERMT,Australia,2018,11
PATCGENU,G-Genito urinary system and sex hormones,TCPPERMT,Australia,2019,10.5
PATCGENU,G-Genito urinary system and sex hormones,TCPPERMT,Australia,2020,10.8
PATCGENU,G-Genito urinary system and sex hormones,PPPPERMT,Australia,2010,4.2
PATCGENU,G-Genito urinary system and sex hormones,PPPPERMT,Australia,2011,4.2
PATCGENU,G-Genito urinary system and sex hormones,PPPPERMT,Australia,2012,4.4
PATCGENU,G-Genito urinary system and sex hormones,PPPPERMT,Australia,2013,6.7
PATCGENU,G-Genito urinary system and sex hormones,PPPPERMT,Australia,2014,7
PATCGENU,G-Genito urinary system and sex hormones,PPPPERMT,Australia,2015,8.5
PATCGENU,G-Genito urinary system and sex hormones,PPPPERMT,Australia,2016,10.2
PATCGENU,G-Genito urinary system and sex hormones,PPPPERMT,Australia,2017,10
PATCGENU,G-Genito urinary system and sex hormones,PPPPERMT,Australia,2018,10
PATCGENU,G-Genito urinary system and sex hormones,PPPPERMT,Australia,2019,10.2
PATCGENU,G-Genito urinary system and sex hormones,PPPPERMT,Australia,2020,10.9
PATCGENU,G-Genito urinary system and sex hormones,ATCPTTMT,Australia,2010,1.4
PATCGENU,G-Genito urinary system and sex hormones,ATCPTTMT,Australia,2011,1.4
PATCGENU,G-Genito urinary system and sex hormones,ATCPTTMT,Australia,2012,1.5
PATCGENU,G-Genito urinary system and sex hormones,ATCPTTMT,Australia,2013,1.9
PATCGENU,G-Genito urinary system and sex hormones,ATCPTTMT,Australia,2014,2
PATCGENU,G-Genito urinary system and sex hormones,ATCPTTMT,Australia,2015,2.4
PATCGENU,G-Genito urinary system and sex hormones,ATCPTTMT,Australia,2016,2.3
PATCGENU,G-Genito urinary system and sex hormones,ATCPTTMT,Australia,2017,2.5
PATCGENU,G-Genito urinary system and sex hormones,ATCPTTMT,Australia,2018,2.5
PATCGENU,G-Genito urinary system and sex hormones,ATCPTTMT,Australia,2019,2.5
PATCGENU,G-Genito urinary system and sex hormones,ATCPTTMT,Australia,2020,2.4
PATCSHMG,G03-Sex hormones and modulators of the genital system,MLLNCUMT,Australia,2010,100
PATCSHMG,G03-Sex hormones and modulators of the genital system,MLLNCUMT,Australia,2011,100
PATCSHMG,G03-Sex hormones and modulators of the genital system,MLLNCUMT,Australia,2012,103
PATCSHMG,G03-Sex hormones and modulators of the genital system,MLLNCUMT,Australia,2013,160
PATCSHMG,G03-Sex hormones and modulators of the genital system,MLLNCUMT,Australia,2014,167
PATCSHMG,G03-Sex hormones and modulators of the genital system,MLLNCUMT,Australia,2015,220
PATCSHMG,G03-Sex hormones and modulators of the genital system,MLLNCUMT,Australia,2016,278
PATCSHMG,G03-Sex hormones and modulators of the genital system,MLLNCUMT,Australia,2017,271
PATCSHMG,G03-Sex hormones and modulators of the genital system,MLLNCUMT,Australia,2018,272
PATCSHMG,G03-Sex hormones and modulators of the genital system,MLLNCUMT,Australia,2019,282
PATCSHMG,G03-Sex hormones and modulators of the genital system,MLLNCUMT,Australia,2020,295
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOTCMT,Australia,2010,91.7
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOTCMT,Australia,2011,103.1
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOTCMT,Australia,2012,106.6
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOTCMT,Australia,2013,154.5
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOTCMT,Australia,2014,150.5
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOTCMT,Australia,2015,165.3
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOTCMT,Australia,2016,206.7
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOTCMT,Australia,2017,207.7
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOTCMT,Australia,2018,203.2
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOTCMT,Australia,2019,196
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOTCMT,Australia,2020,203
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOPPMT,Australia,2010,66.5
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOPPMT,Australia,2011,66.2
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOPPMT,Australia,2012,66.9
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOPPMT,Australia,2013,110.6
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOPPMT,Australia,2014,115
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOPPMT,Australia,2015,149.3
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOPPMT,Australia,2016,191.7
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOPPMT,Australia,2017,183.4
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOPPMT,Australia,2018,185
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOPPMT,Australia,2019,190.2
PATCSHMG,G03-Sex hormones and modulators of the genital system,MTMOPPMT,Australia,2020,204
PATCSHMG,G03-Sex hormones and modulators of the genital system,TCPPERMT,Australia,2010,4.2
PATCSHMG,G03-Sex hormones and modulators of the genital system,TCPPERMT,Australia,2011,4.6
PATCSHMG,G03-Sex hormones and modulators of the genital system,TCPPERMT,Australia,2012,4.7
PATCSHMG,G03-Sex hormones and modulators of the genital system,TCPPERMT,Australia,2013,6.7
PATCSHMG,G03-Sex hormones and modulators of the genital system,TCPPERMT,Australia,2014,6.4
PATCSHMG,G03-Sex hormones and modulators of the genital system,TCPPERMT,Australia,2015,6.9
PATCSHMG,G03-Sex hormones and modulators of the genital system,TCPPERMT,Australia,2016,8.5
PATCSHMG,G03-Sex hormones and modulators of the genital system,TCPPERMT,Australia,2017,8.4
PATCSHMG,G03-Sex hormones and modulators of the genital system,TCPPERMT,Australia,2018,8.1
PATCSHMG,G03-Sex hormones and modulators of the genital system,TCPPERMT,Australia,2019,7.7
PATCSHMG,G03-Sex hormones and modulators of the genital system,TCPPERMT,Australia,2020,7.9
PATCSHMG,G03-Sex hormones and modulators of the genital system,PPPPERMT,Australia,2010,3
PATCSHMG,G03-Sex hormones and modulators of the genital system,PPPPERMT,Australia,2011,3
PATCSHMG,G03-Sex hormones and modulators of the genital system,PPPPERMT,Australia,2012,2.9
PATCSHMG,G03-Sex hormones and modulators of the genital system,PPPPERMT,Australia,2013,4.8
PATCSHMG,G03-Sex hormones and modulators of the genital system,PPPPERMT,Australia,2014,4.9
PATCSHMG,G03-Sex hormones and modulators of the genital system,PPPPERMT,Australia,2015,6.3
PATCSHMG,G03-Sex hormones and modulators of the genital system,PPPPERMT,Australia,2016,7.9
PATCSHMG,G03-Sex hormones and modulators of the genital system,PPPPERMT,Australia,2017,7.5
PATCSHMG,G03-Sex hormones and modulators of the genital system,PPPPERMT,Australia,2018,7.4
PATCSHMG,G03-Sex hormones and modulators of the genital system,PPPPERMT,Australia,2019,7.5
PATCSHMG,G03-Sex hormones and modulators of the genital system,PPPPERMT,Australia,2020,7.9
PATCSHMG,G03-Sex hormones and modulators of the genital system,ATCPTTMT,Australia,2010,1
PATCSHMG,G03-Sex hormones and modulators of the genital system,ATCPTTMT,Australia,2011,1
PATCSHMG,G03-Sex hormones and modulators of the genital system,ATCPTTMT,Australia,2012,1
PATCSHMG,G03-Sex hormones and modulators of the genital system,ATCPTTMT,Australia,2013,1.4
PATCSHMG,G03-Sex hormones and modulators of the genital system,ATCPTTMT,Australia,2014,1.4
PATCSHMG,G03-Sex hormones and modulators of the genital system,ATCPTTMT,Australia,2015,1.8
PATCSHMG,G03-Sex hormones and modulators of the genital system,ATCPTTMT,Australia,2016,1.8
PATCSHMG,G03-Sex hormones and modulators of the genital system,ATCPTTMT,Australia,2017,1.8
PATCSHMG,G03-Sex hormones and modulators of the genital system,ATCPTTMT,Australia,2018,1.8
PATCSHMG,G03-Sex hormones and modulators of the genital system,ATCPTTMT,Australia,2019,1.8
PATCSHMG,G03-Sex hormones and modulators of the genital system,ATCPTTMT,Australia,2020,1.8
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MLLNCUMT,Australia,2010,79
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MLLNCUMT,Australia,2011,86
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MLLNCUMT,Australia,2012,98
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MLLNCUMT,Australia,2013,156
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MLLNCUMT,Australia,2014,168
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MLLNCUMT,Australia,2015,191
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MLLNCUMT,Australia,2016,224
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MLLNCUMT,Australia,2017,237
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MLLNCUMT,Australia,2018,246
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MLLNCUMT,Australia,2019,258
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MLLNCUMT,Australia,2020,264
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOTCMT,Australia,2010,72.5
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOTCMT,Australia,2011,88.7
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOTCMT,Australia,2012,101.5
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOTCMT,Australia,2013,150.6
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOTCMT,Australia,2014,151.4
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOTCMT,Australia,2015,143.5
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOTCMT,Australia,2016,166.5
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOTCMT,Australia,2017,181.6
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOTCMT,Australia,2018,183.8
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOTCMT,Australia,2019,179.4
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOTCMT,Australia,2020,181.7
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOPPMT,Australia,2010,52.6
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOPPMT,Australia,2011,56.9
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOPPMT,Australia,2012,63.6
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOPPMT,Australia,2013,107.8
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOPPMT,Australia,2014,115.7
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOPPMT,Australia,2015,129.6
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOPPMT,Australia,2016,154.5
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOPPMT,Australia,2017,160.4
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOPPMT,Australia,2018,167.3
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOPPMT,Australia,2019,174
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",MTMOPPMT,Australia,2020,182.6
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",TCPPERMT,Australia,2010,3.3
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",TCPPERMT,Australia,2011,4
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",TCPPERMT,Australia,2012,4.5
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",TCPPERMT,Australia,2013,6.5
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",TCPPERMT,Australia,2014,6.5
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",TCPPERMT,Australia,2015,6
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",TCPPERMT,Australia,2016,6.9
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",TCPPERMT,Australia,2017,7.4
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",TCPPERMT,Australia,2018,7.4
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",TCPPERMT,Australia,2019,7.1
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",TCPPERMT,Australia,2020,7.1
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",PPPPERMT,Australia,2010,2.4
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",PPPPERMT,Australia,2011,2.5
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",PPPPERMT,Australia,2012,2.8
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",PPPPERMT,Australia,2013,4.7
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",PPPPERMT,Australia,2014,4.9
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",PPPPERMT,Australia,2015,5.4
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",PPPPERMT,Australia,2016,6.4
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",PPPPERMT,Australia,2017,6.5
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",PPPPERMT,Australia,2018,6.7
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",PPPPERMT,Australia,2019,6.9
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",PPPPERMT,Australia,2020,7.1
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",ATCPTTMT,Australia,2010,0.8
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",ATCPTTMT,Australia,2011,0.8
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",ATCPTTMT,Australia,2012,0.9
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",ATCPTTMT,Australia,2013,1.3
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",ATCPTTMT,Australia,2014,1.4
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",ATCPTTMT,Australia,2015,1.6
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",ATCPTTMT,Australia,2016,1.5
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",ATCPTTMT,Australia,2017,1.6
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",ATCPTTMT,Australia,2018,1.7
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",ATCPTTMT,Australia,2019,1.7
PATCHORM,"H-Systemic hormonal preparations, excluding sex hormones and insulins",ATCPTTMT,Australia,2020,1.6
PATCINFC,J-Antiinfectives for systemic use,MLLNCUMT,Australia,2010,354
PATCINFC,J-Antiinfectives for systemic use,MLLNCUMT,Australia,2011,386
PATCINFC,J-Antiinfectives for systemic use,MLLNCUMT,Australia,2012,446
PATCINFC,J-Antiinfectives for systemic use,MLLNCUMT,Australia,2013,790
PATCINFC,J-Antiinfectives for systemic use,MLLNCUMT,Australia,2014,801
PATCINFC,J-Antiinfectives for systemic use,MLLNCUMT,Australia,2015,822
PATCINFC,J-Antiinfectives for systemic use,MLLNCUMT,Australia,2016,3422
PATCINFC,J-Antiinfectives for systemic use,MLLNCUMT,Australia,2017,2540
PATCINFC,J-Antiinfectives for systemic use,MLLNCUMT,Australia,2018,1794
PATCINFC,J-Antiinfectives for systemic use,MLLNCUMT,Australia,2019,1378
PATCINFC,J-Antiinfectives for systemic use,MLLNCUMT,Australia,2020,1133
PATCINFC,J-Antiinfectives for systemic use,MTMOTCMT,Australia,2010,324.7
PATCINFC,J-Antiinfectives for systemic use,MTMOTCMT,Australia,2011,398.2
PATCINFC,J-Antiinfectives for systemic use,MTMOTCMT,Australia,2012,461.8
PATCINFC,J-Antiinfectives for systemic use,MTMOTCMT,Australia,2013,762.7
PATCINFC,J-Antiinfectives for systemic use,MTMOTCMT,Australia,2014,722
PATCINFC,J-Antiinfectives for systemic use,MTMOTCMT,Australia,2015,617.5
PATCINFC,J-Antiinfectives for systemic use,MTMOTCMT,Australia,2016,2543.8
PATCINFC,J-Antiinfectives for systemic use,MTMOTCMT,Australia,2017,1946.7
PATCINFC,J-Antiinfectives for systemic use,MTMOTCMT,Australia,2018,1340.4
PATCINFC,J-Antiinfectives for systemic use,MTMOTCMT,Australia,2019,957.9
PATCINFC,J-Antiinfectives for systemic use,MTMOTCMT,Australia,2020,779.7
PATCINFC,J-Antiinfectives for systemic use,MTMOPPMT,Australia,2010,235.5
PATCINFC,J-Antiinfectives for systemic use,MTMOPPMT,Australia,2011,255.5
PATCINFC,J-Antiinfectives for systemic use,MTMOPPMT,Australia,2012,289.6
PATCINFC,J-Antiinfectives for systemic use,MTMOPPMT,Australia,2013,545.9
PATCINFC,J-Antiinfectives for systemic use,MTMOPPMT,Australia,2014,551.5
PATCINFC,J-Antiinfectives for systemic use,MTMOPPMT,Australia,2015,557.8
PATCINFC,J-Antiinfectives for systemic use,MTMOPPMT,Australia,2016,2359.7
PATCINFC,J-Antiinfectives for systemic use,MTMOPPMT,Australia,2017,1719.1
PATCINFC,J-Antiinfectives for systemic use,MTMOPPMT,Australia,2018,1220.1
PATCINFC,J-Antiinfectives for systemic use,MTMOPPMT,Australia,2019,929.4
PATCINFC,J-Antiinfectives for systemic use,MTMOPPMT,Australia,2020,783.5
PATCINFC,J-Antiinfectives for systemic use,TCPPERMT,Australia,2010,14.7
PATCINFC,J-Antiinfectives for systemic use,TCPPERMT,Australia,2011,17.8
PATCINFC,J-Antiinfectives for systemic use,TCPPERMT,Australia,2012,20.3
PATCINFC,J-Antiinfectives for systemic use,TCPPERMT,Australia,2013,33
PATCINFC,J-Antiinfectives for systemic use,TCPPERMT,Australia,2014,30.8
PATCINFC,J-Antiinfectives for systemic use,TCPPERMT,Australia,2015,25.9
PATCINFC,J-Antiinfectives for systemic use,TCPPERMT,Australia,2016,105.2
PATCINFC,J-Antiinfectives for systemic use,TCPPERMT,Australia,2017,79.1
PATCINFC,J-Antiinfectives for systemic use,TCPPERMT,Australia,2018,53.7
PATCINFC,J-Antiinfectives for systemic use,TCPPERMT,Australia,2019,37.8
PATCINFC,J-Antiinfectives for systemic use,TCPPERMT,Australia,2020,30.3
PATCINFC,J-Antiinfectives for systemic use,PPPPERMT,Australia,2010,10.7
PATCINFC,J-Antiinfectives for systemic use,PPPPERMT,Australia,2011,11.4
PATCINFC,J-Antiinfectives for systemic use,PPPPERMT,Australia,2012,12.7
PATCINFC,J-Antiinfectives for systemic use,PPPPERMT,Australia,2013,23.6
PATCINFC,J-Antiinfectives for systemic use,PPPPERMT,Australia,2014,23.5
PATCINFC,J-Antiinfectives for systemic use,PPPPERMT,Australia,2015,23.4
PATCINFC,J-Antiinfectives for systemic use,PPPPERMT,Australia,2016,97.5
PATCINFC,J-Antiinfectives for systemic use,PPPPERMT,Australia,2017,69.9
PATCINFC,J-Antiinfectives for systemic use,PPPPERMT,Australia,2018,48.8
PATCINFC,J-Antiinfectives for systemic use,PPPPERMT,Australia,2019,36.6
PATCINFC,J-Antiinfectives for systemic use,PPPPERMT,Australia,2020,30.5
PATCINFC,J-Antiinfectives for systemic use,ATCPTTMT,Australia,2010,3.6
PATCINFC,J-Antiinfectives for systemic use,ATCPTTMT,Australia,2011,3.8
PATCINFC,J-Antiinfectives for systemic use,ATCPTTMT,Australia,2012,4.3
PATCINFC,J-Antiinfectives for systemic use,ATCPTTMT,Australia,2013,6.7
PATCINFC,J-Antiinfectives for systemic use,ATCPTTMT,Australia,2014,6.7
PATCINFC,J-Antiinfectives for systemic use,ATCPTTMT,Australia,2015,6.7
PATCINFC,J-Antiinfectives for systemic use,ATCPTTMT,Australia,2016,22.4
PATCINFC,J-Antiinfectives for systemic use,ATCPTTMT,Australia,2017,17.2
PATCINFC,J-Antiinfectives for systemic use,ATCPTTMT,Australia,2018,12
PATCINFC,J-Antiinfectives for systemic use,ATCPTTMT,Australia,2019,8.9
PATCINFC,J-Antiinfectives for systemic use,ATCPTTMT,Australia,2020,6.8
PATCBIOT,J01-Antibacterials for systemic use,MLLNCUMT,Australia,2010,194
PATCBIOT,J01-Antibacterials for systemic use,MLLNCUMT,Australia,2011,198
PATCBIOT,J01-Antibacterials for systemic use,MLLNCUMT,Australia,2012,184
PATCBIOT,J01-Antibacterials for systemic use,MLLNCUMT,Australia,2013,320
PATCBIOT,J01-Antibacterials for systemic use,MLLNCUMT,Australia,2014,320
PATCBIOT,J01-Antibacterials for systemic use,MLLNCUMT,Australia,2015,363
PATCBIOT,J01-Antibacterials for systemic use,MLLNCUMT,Australia,2016,392
PATCBIOT,J01-Antibacterials for systemic use,MLLNCUMT,Australia,2017,395
PATCBIOT,J01-Antibacterials for systemic use,MLLNCUMT,Australia,2018,389
PATCBIOT,J01-Antibacterials for systemic use,MLLNCUMT,Australia,2019,400
PATCBIOT,J01-Antibacterials for systemic use,MLLNCUMT,Australia,2020,311
PATCBIOT,J01-Antibacterials for systemic use,MTMOTCMT,Australia,2010,178
PATCBIOT,J01-Antibacterials for systemic use,MTMOTCMT,Australia,2011,204.2
PATCBIOT,J01-Antibacterials for systemic use,MTMOTCMT,Australia,2012,190.5
PATCBIOT,J01-Antibacterials for systemic use,MTMOTCMT,Australia,2013,308.9
PATCBIOT,J01-Antibacterials for systemic use,MTMOTCMT,Australia,2014,288.5
PATCBIOT,J01-Antibacterials for systemic use,MTMOTCMT,Australia,2015,272.7
PATCBIOT,J01-Antibacterials for systemic use,MTMOTCMT,Australia,2016,291.4
PATCBIOT,J01-Antibacterials for systemic use,MTMOTCMT,Australia,2017,302.7
PATCBIOT,J01-Antibacterials for systemic use,MTMOTCMT,Australia,2018,290.6
PATCBIOT,J01-Antibacterials for systemic use,MTMOTCMT,Australia,2019,278.1
PATCBIOT,J01-Antibacterials for systemic use,MTMOTCMT,Australia,2020,214
PATCBIOT,J01-Antibacterials for systemic use,MTMOPPMT,Australia,2010,129
PATCBIOT,J01-Antibacterials for systemic use,MTMOPPMT,Australia,2011,131
PATCBIOT,J01-Antibacterials for systemic use,MTMOPPMT,Australia,2012,119.5
PATCBIOT,J01-Antibacterials for systemic use,MTMOPPMT,Australia,2013,221.1
PATCBIOT,J01-Antibacterials for systemic use,MTMOPPMT,Australia,2014,220.3
PATCBIOT,J01-Antibacterials for systemic use,MTMOPPMT,Australia,2015,246.3
PATCBIOT,J01-Antibacterials for systemic use,MTMOPPMT,Australia,2016,270.3
PATCBIOT,J01-Antibacterials for systemic use,MTMOPPMT,Australia,2017,267.3
PATCBIOT,J01-Antibacterials for systemic use,MTMOPPMT,Australia,2018,264.6
PATCBIOT,J01-Antibacterials for systemic use,MTMOPPMT,Australia,2019,269.8
PATCBIOT,J01-Antibacterials for systemic use,MTMOPPMT,Australia,2020,215.1
PATCBIOT,J01-Antibacterials for systemic use,TCPPERMT,Australia,2010,8.1
PATCBIOT,J01-Antibacterials for systemic use,TCPPERMT,Australia,2011,9.1
PATCBIOT,J01-Antibacterials for systemic use,TCPPERMT,Australia,2012,8.4
PATCBIOT,J01-Antibacterials for systemic use,TCPPERMT,Australia,2013,13.4
PATCBIOT,J01-Antibacterials for systemic use,TCPPERMT,Australia,2014,12.3
PATCBIOT,J01-Antibacterials for systemic use,TCPPERMT,Australia,2015,11.5
PATCBIOT,J01-Antibacterials for systemic use,TCPPERMT,Australia,2016,12
PATCBIOT,J01-Antibacterials for systemic use,TCPPERMT,Australia,2017,12.3
PATCBIOT,J01-Antibacterials for systemic use,TCPPERMT,Australia,2018,11.6
PATCBIOT,J01-Antibacterials for systemic use,TCPPERMT,Australia,2019,11
PATCBIOT,J01-Antibacterials for systemic use,TCPPERMT,Australia,2020,8.3
PATCBIOT,J01-Antibacterials for systemic use,PPPPERMT,Australia,2010,5.9
PATCBIOT,J01-Antibacterials for systemic use,PPPPERMT,Australia,2011,5.9
PATCBIOT,J01-Antibacterials for systemic use,PPPPERMT,Australia,2012,5.3
PATCBIOT,J01-Antibacterials for systemic use,PPPPERMT,Australia,2013,9.6
PATCBIOT,J01-Antibacterials for systemic use,PPPPERMT,Australia,2014,9.4
PATCBIOT,J01-Antibacterials for systemic use,PPPPERMT,Australia,2015,10.3
PATCBIOT,J01-Antibacterials for systemic use,PPPPERMT,Australia,2016,11.2
PATCBIOT,J01-Antibacterials for systemic use,PPPPERMT,Australia,2017,10.9
PATCBIOT,J01-Antibacterials for systemic use,PPPPERMT,Australia,2018,10.6
PATCBIOT,J01-Antibacterials for systemic use,PPPPERMT,Australia,2019,10.6
PATCBIOT,J01-Antibacterials for systemic use,PPPPERMT,Australia,2020,8.4
PATCBIOT,J01-Antibacterials for systemic use,ATCPTTMT,Australia,2010,2
